Name,Genre,Year,Score,Director,Actor,Country,Duration,Link,ImageLink,Description
The Lighthouse,Drama,2019,7.5,Robert Eggers,Robert Pattinson,Canada,109,https://www.imdb.com/title/tt7984734/,https://imdb-api.com/images/original/MV5BZmE0MGJhNmYtOWNjYi00Njc5LWE2YjEtMWMxZTVmODUwMmMxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_Ratio0.6751_AL_.jpg,"As the wavering cry of the foghorn fills the air, the taciturn former lumberjack, Ephraim Winslow, and the grizzled lighthouse keeper, Thomas Wake, set foot in a secluded and perpetually grey islet off the coast of late-19th-century New England. For the following four weeks of back-breaking work and unfavourable conditions, the tight-lipped men will have no one else for company except for each other, forced to endure irritating idiosyncrasies, bottled-up resentment, and burgeoning hatred. Then, amid bad omens, a furious and unending squall maroons the pale beacon's keepers in the already inhospitable volcanic rock, paving the way for a prolonged period of feral hunger; excruciating agony; manic isolation, and horrible booze-addled visions. Now, the eerie stranglehold of insanity tightens. Is there an escape from the wall-less prison of the mind?"
Tenet,Action,2020,7.4,Christopher Nolan,John David Washington,United States,150,https://www.imdb.com/title/tt6723592/,https://imdb-api.com/images/original/MV5BYzg0NGM2NjAtNmIxOC00MDJmLTg5ZmYtYzM0MTE4NWE2NzlhXkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_Ratio0.6751_AL_.jpg,"In a twilight world of international espionage, an unnamed CIA operative, known as The Protagonist, is recruited by a mysterious organization called Tenet to participate in a global assignment that unfolds beyond real time. The mission: prevent Andrei Sator, a renegade Russian oligarch with precognition abilities, from starting World War III. The Protagonist will soon master the art of 'time inversion' as a way of countering the threat that is to come."
Onward,Animation,2020,7.4,Dan Scanlon,Tom Holland,United States,102,https://www.imdb.com/title/tt7146812/,https://imdb-api.com/images/original/MV5BMTZlYzk3NzQtMmViYS00YWZmLTk5ZTEtNWE0NGVjM2MzYWU1XkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_Ratio0.6751_AL_.jpg,"In a suburban fantasy world, two teenage elf brothers, Ian and Barley Lightfoot, go on a journey to discover if there is still a little magic left out there in order to spend one last day with their father, who died when they were too young to remember him. Like any good quest, their journey is filled with magic spells, cryptic maps, impossible obstacles and unimaginable discoveries. When the boys' fearless mom, Laurel, realizes that her sons are missing, she teams up with the legendary winged-lion-scorpion former warrior -- The Manticore -- and heads off to find them. Perilous curses aside, this one magical day could mean more than any of them ever dreamed."
The Call of the Wild,Adventure,2020,6.8,Chris Sanders,Harrison Ford,Canada,100,https://www.imdb.com/title/tt7504726/,https://imdb-api.com/images/original/MV5BZDA1ZmQ2OGMtZDhkMC00ZjRkLWE3ZTMtMzA5ZTk0YjM1OGRmXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_Ratio0.6751_AL_.jpg,"The Call of the Wild is a vibrant story of Buck, a big and kindhearted dog, a crossbreed between a St. Bernard and a Scotch Collie, whose carefree life of leisure was suddenly upset when he was stolen from his home in Santa Clara County, California and deported up north, to be sold in Skagway, Alaska, and taken further north, to Dawson City, Yukon, during the late 1890s Klondike Gold Rush, when strong sled dogs were in high demand. As a newcomer to the dog team delivery service - and not before long their front-runner - Buck, a dog like no other, who had been spoiled, and who had suffered, but he could not be broken, is having the time of his life. Forced to fight to survive, eventually taken by his last owner, John Thornton, to proximity of the Arctic Circle, somewhere between Yukon and Alaska, he progressively depends on his primal instincts, sheds the comforts of civilization and responds to 'the call of the wild', as master of his own."
The Quarry,Crime,2020,5.4,Scott Teems,Shea Whigham,United States,98,https://www.imdb.com/title/tt10151054/,https://imdb-api.com/images/original/MV5BMGE4OTM3Y2YtMjkxOS00YmVkLTk2NGEtZjhlZmQ1M2Q3MjhhXkEyXkFqcGdeQXVyODY3ODQ2MTk@._V1_Ratio0.6751_AL_.jpg,"After murdering a traveling preacher, a fugitive drifter travels to a small town and poses as the man he killed. Though the congregation loves the drifter's sermons of forgiveness, the local police chief is suspicious of the man. Soon a gruesome discovery at a local quarry forces the killer to fight for his freedom."
Star Trek First Frontier,Sci-Fi,2020,5.7,Kenneth Smith,Robert Pralgo,United States,85,https://www.imdb.com/title/tt9753990/,https://imdb-api.com/images/original/MV5BMjU2YjQ5MzUtZjViOS00N2IzLTg0MmQtZDM1ZDM5NjQ3NWVkXkEyXkFqcGdeQXVyOTQ3Nzg4NTg@._V1_Ratio0.6751_AL_.jpg,"The story of the initial launch of the Starship USS Enterprise in 2245 under the command of Captain Robert April with his wife, Commander Sarah April."
Tulsa,Comedy,2020,5,Scott Pryor,Scott Pryor,United States,120,https://www.imdb.com/title/tt8477134/,https://imdb-api.com/images/original/MV5BMWQ1NjYwZjYtYmJjYi00MTAxLTkyOWUtMWY0YWExZjc3NmViXkEyXkFqcGdeQXVyNDc2ODcyNzY@._V1_Ratio0.6751_AL_.jpg,A desperate Marine biker's life is turned upside-down when he is united with the sassy 9-year-old daughter he never knew existed.
West Side Story,Crime,2021,7.4,Steven Spielberg,Ansel Elgort,United States,156,https://www.imdb.com/title/tt3581652/,https://imdb-api.com/images/original/MV5BMzQ5ZDZhZDItZTNmZi00MWQ0LWJlNDUtZTE4ZWJmODNlM2Y3XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_Ratio0.6751_AL_.jpg,"Manhattan, Upper West Side, 1957. Against the backdrop of the decaying tenements in the San Juan Hill neighbourhood and the constant threat of the wrecking ball, two warring gangs--tough Riff's Jets and swaggering Bernardo's Puerto Rican Sharks--fight for supremacy. Now, with a once-and-for-all, winner-takes-all rumble on the cards, an unexpected whirlwind romance at the high-school dance between former Jet brawler Tony and Bernardo's delicate little sister Maria sets the stage for an all-out turf war. But what's a gang without its territory? Above all, when the future is uncertain, what's hope without love?"
The Power of the Dog,Drama,2021,6.9,Jane Campion,Benedict Cumberbatch,United Kingdom,126,https://www.imdb.com/title/tt10293406/,https://imdb-api.com/images/original/MV5BZGRhYjE2NWUtN2FkNy00NGI3LTkxYWMtMDk4Yjg5ZjI3MWI2XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_Ratio0.6751_AL_.jpg,"Severe, pale-eyed, handsome, Phil Burbank is brutally beguiling. All of Phil's romance, power and fragility is trapped in the past and in the land: He can castrate a bull calf with two swift slashes of his knife; he swims naked in the river, smearing his body with mud. He is a cowboy as raw as his hides. The year is 1925. The Burbank brothers are wealthy ranchers in Montana. At the Red Mill restaurant on their way to market, the brothers meet Rose, the widowed proprietress, and her impressionable son Peter. Phil behaves so cruelly he drives them both to tears, revelling in their hurt and rousing his fellow cowhands to laughter - all except his brother George, who comforts Rose then returns to marry her. As Phil swings between fury and cunning, his taunting of Rose takes an eerie form - he hovers at the edges of her vision, whistling a tune she can no longer play. His mockery of her son is more overt, amplified by the cheering of Phil's cowhand disciples. Then Phil appears to take the boy under his wing. Is this latest gesture a softening that leaves Phil exposed, or a plot twisting further into menace?"
Dune,Action,2021,8.1,Denis Villeneuve,Timothee Chalamet,United States,155,https://www.imdb.com/title/tt1160419/,https://imdb-api.com/images/original/MV5BN2FjNmEyNWMtYzM0ZS00NjIyLTg5YzYtYThlMGVjNzE1OGViXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_Ratio0.6751_AL_.jpg,"A mythic and emotionally charged hero's journey, 'Dune' tells the story of Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, who must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive."
Licorice Pizza,Comedy,2021,7.4,Paul Thomas Anderson,Alana Haim,Canada,133,https://www.imdb.com/title/tt11271038/,https://imdb-api.com/images/original/MV5BYjkwMzIxYzMtOTVkMS00NDQxLThkMjItNzgxN2RiNjdlNTliXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_Ratio0.6751_AL_.jpg,"LICORICE PIZZA is the story of Alana Kane and Gary Valentine growing up, running around and falling in love in the San Fernando Valley, 1973. Written and Directed by Paul Thomas Anderson, the film tracks the treacherous navigation of first love."
Drive My Car,Drama,2021,7.7,Ryusuke Hamaguchi,Hidetoshi Nishijima,Japan,179,https://www.imdb.com/title/tt14039582/,https://imdb-api.com/images/original/MV5BY2NkNDdmZTUtYWQ2MC00MjUyLTk1MGMtNWZiZjI3ZWMzNDYwXkEyXkFqcGdeQXVyNTY4ODAxODI@._V1_Ratio0.6751_AL_.jpg,"Two years after his wife's unexpected death, Yusuke Kafuku (Hidetoshi Nishijima), a renowned stage actor and director, receives an offer to direct a production of Uncle Vanya at a theater festival in Hiroshima. There, he meets Misaki Watari (Toko Miura), a taciturn young woman assigned by the festival to chauffeur him in his beloved red Saab 900. As the production's premiere approaches, tensions mount amongst the cast and crew, not least between Yusuke and Koshi Takatsuki, a handsome TV star who shares an unwelcome connection to Yusuke's late wife. Forced to confront painful truths raised from his past, Yusuke begins - with the help of his driver - to face the haunting mysteries his wife left behind."
The Worst Person in the World,Romance,2021,7.9,Joachim Trier,Renate Reinsve,Denmark,128,https://www.imdb.com/title/tt10370710/,https://imdb-api.com/images/original/MV5BZmYwYTM0NDctZGI3Ny00ZmQ5LWE0ZDMtZWZhNzBiMWYxNzk3XkEyXkFqcGdeQXVyMzExODEzNDA@._V1_Ratio0.6751_AL_.jpg,"A modern dramedy about the quest for love and meaning in contemporary Oslo. It chronicles four years in the life of Julie, a young woman who navigates the troubled waters of her love life and struggles to find her career path, leading her to take a realistic look at who she really is."
The Batman,Action,2022,8.4,Matt Reeves,Robert Pattinson,United States,176,https://www.imdb.com/title/tt1877830/,https://imdb-api.com/images/original/MV5BMDdmMTBiNTYtMDIzNi00NGVlLWIzMDYtZTk3MTQ3NGQxZGEwXkEyXkFqcGdeQXVyMzMwOTU5MDk@._V1_Ratio0.6751_AL_.jpg,"When the Riddler, a sadistic serial killer, begins murdering key political figures in Gotham, Batman is forced to investigate the city's hidden corruption and question his family's involvement."
The Adam Project,Adventure,2022,6.7,Shawn Levy,Ryan Reynolds,United States,106,https://www.imdb.com/title/tt2463208/,https://imdb-api.com/images/original/MV5BOWM0YWMwMDQtMjE5NS00ZTIwLWE1NWEtODViMWZjMWI2OTU3XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_Ratio0.6751_AL_.jpg,"Adam Reed, age 12 and still grieving his father's sudden death the year before, walks into his garage one night to find a wounded pilot hiding there. This mysterious pilot turns out to be the older version of himself from the future, where time travel is in its infancy. He has risked everything to come back in time on a secret mission. Together they must embark on an adventure into the past to find their father, set things right, and save the world. As the three work together, both young and grown Adam come to terms with the loss of their father and have a chance to heal the wounds that have shaped them. Adding to the challenge of the mission, the two Adams discover that they really don't like each other much, and if they are to save the world, first they need to figure out how to get along."
Turning Red,Animation,2022,7.1,Domee Shi,Rosalie Chiang,United States,100,https://www.imdb.com/title/tt8097030/,https://imdb-api.com/images/original/MV5BNjY0MGEzZmQtZWMxNi00MWVhLWI4NWEtYjQ0MDkyYTJhMDU0XkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_Ratio0.6751_AL_.jpg,"Mei Lee (voice of Rosalie Chiang) is a confident, dorky 13-year-old torn between staying her mother's dutiful daughter and the chaos of adolescence. Her protective, if not slightly overbearing mother, Ming (voice of Sandra Oh), is never far from her daughter - an unfortunate reality for the teenager. And as if changes to her interests, relationships and body weren't enough, whenever she gets too excited (which is practically ALWAYS), she 'poofs' into a giant red panda."
